Website Index,Original Bushing Information - Original Bushing Manufacturer,Original Bushing Information - Catalog Number,Replacement Information - Replacement Bushing Manufacturer,Replacement Information - ABB Style Number
3482,WEST,589D139G01,ABB,138W1216XK
3485,WEST,589D139G03,ABB,138Z0800XA
3486,WEST,589D139G03,ABB,138Z1216XK
3487,WEST,589D139G04,ABB,138Z0800XA
3488,WEST,589D139G04,ABB,138Z1216XK
3495,WEST,589D162G03,ABB,161W1600AG
3498,WEST,589D162G04,ABB,161W0800AA
3500,WEST,589D162G04,ABB,161W1620AC
3505,WEST,589D192G01,ABB,092W0800AG
3506,WEST,589D197G01,ABB,230Z0800AA
3507,WEST,589D197G01,ABB,196W1216XP
3508,WEST,589D197G01,ABB,196W1620XC
3509,WEST,589D197G02,ABB,196W0800XA
3510,WEST,589D197G02,ABB,196W1216XP
3511,WEST,589D197G02,ABB,196W1620XC
3512,WEST,589D197G03*,ABB,196W0800XA
3513,WEST,589D197G03,ABB,196W1216XP
3514,WEST,589D197G03*,ABB,196W1620XC
3515,WEST,592D138G01*,ABB,138X0800AA
3516,WEST,592D138G01*,ABB,138X1216AK
3517,WEST,592D138G02*,ABB,138W0800AA
3518,WEST,592D138G02*,ABB,138W1216AK
3519,WEST,592D138G03*,ABB,138W0800AA
3520,WEST,592D138G03*,ABB,138W1216AK
3521,WEST,595D137G01,ABB,138W1620XC
3523,WEST,5A4361G01,ABB,161X0800UE
3524,WEST,5A4361G02,ABB,161X0800UE
3525,WEST,5A4361G03,ABB,161X0800UE
3526,WEST,5A4361G04,ABB,161X0800UE
3527,WEST,5A4361G05,ABB,161X0800UE
3528,WEST,5A4392G01,ABB,092W0800AD
3529,WEST,5A4392G02,ABB,092W0800AD
3530,WEST,5A4392G04,ABB,092W0800AD
3531,WEST,5A4392G05,ABB,092W0800AD
3532,WEST,5A8008G01,ABB,
3533,WEST,5A9515G01,ABB,161W1620BC
3534,WEST,5A9515G02,ABB,161W1620BC
3535,WEST,602D114G01,ABB,115N0812BA
3536,WEST,602D114G01,ABB,115Z1216XK
3537,WEST,602D114G02,ABB,115Z0800XA
3538,WEST,602D114G02*,ABB,115X1216XK
3539,WEST,602D114,ABB,115N0812BA
3540,WEST,602D114G03*,ABB,115X1216XK
3541,WEST,602D114G04*,ABB,115X0800XA
3542,WEST,602D114G04*,ABB,115X1216XK
3543,WEST,602D114G06*,ABB,115W0800XA
3544,WEST,602D114G06*,ABB,115W1216XK
3545,WEST,602D114G07,ABB,115Z0800XA
3546,WEST,602D114G07*,ABB,115W1216XK
3547,WEST,602D114G08,ABB,115Z0800XA
3548,WEST,602D114G08*,ABB,115W1216XK
3549,WEST,602D114G09*,ABB,115W0800XA
3551,WEST,602D116G01,ABB,115W0800XA
3557,WEST,602D139G01*,ABB,138X1216XK
3560,WEST,602D139G02*,ABB,138X1216XK
3561,WEST,602D139G03*,ABB,138W0800XA
3562,WEST,602D139G03*,ABB,138W1216XK
3563,WEST,602D139G04*,ABB,138W0800XA
3564,WEST,602D139G04*,ABB,138W1216XK
3566,WEST,602D162G01,ABB,230W1600UL
3567,WEST,602D162G02,ABB,230W0800UY
3568,WEST,602D162G02,ABB,230W1600UL
3571,WEST,602D162G04*,ABB,230W0800UK
3572,WEST,602D162G04*,ABB,230W1600UL
3573,WEST,602D616G01*,ABB,115W0800XA
3575,WEST,602D616G02,ABB,115Z0800XA
3576,WEST,602D616G02*,ABB,115W1216XK
3577,WEST,602D616G03*,ABB,115W0800XA
3578,WEST,602D616G03*,ABB,115W1216XK
3579,WEST,605D918G01*,ABB,115X0800XA
3580,WEST,605D918G01*,ABB,115X1216XK
3581,WEST,605D918G02*,ABB,115W0800XA
3582,WEST,605D918G02*,ABB,115W1216XK
3583,WEST,608D061G07,ABB,001D0100WG
3585,WEST,608D062G02,ABB,005B0100VB
3586,WEST,608D062G03,ABB,
3587,WEST,608D062G05,ABB,005B0540WM
3588,WEST,608D062G06,ABB,
3590,WEST,608D062G10,ABB,015B0030WG
3591,WEST,608D062G11,ABB,015B0100UF
3592,WEST,608D062G12,ABB,015B0200BL
3593,WEST,608D062G13,ABB,015B0290WM
3608,WEST,612D365G01,ABB,069Z0412AN
3609,WEST,612D365G02,ABB,069W0412AN
3610,WEST,614D261G01,ABB,069W0400AP
3613,WEST,615d930g02,ABB,069W0400AP
3614,WEST,614D262G01,ABB,069Z0400AQ
3616,WEST,614D262G03,ABB,069Z0400AQ
3618,WEST,615D930G02,ABB,
3619,WEST,615D930G03,ABB,
3620,WEST,615D930G05,ABB,
3621,WEST,615D930G06,ABB,
3622,WEST,615D930G07,ABB,
3623,WEST,615D930G08,ABB,
3624,WEST,615D930G09,ABB,
3625,WEST,615D930G10,ABB,
3626,WEST,615D930G11,ABB,
3627,WEST,616D068G01,ABB,069W1600VF
3629,WEST,616D068G03,ABB,069W1600VF
3630,WEST,616D068G04,ABB,069W1600VF
3631,WEST,616D069G01,ABB,069W2500MJ
3633,WEST,616D069G03,ABB,069W2500MJ
3634,WEST,616D069G04,ABB,069W2500MJ
3635,WEST,616D197G01,ABB,230Z0800AA
3653,WEST,618D365G01,ABB,069Z0412UC
3657,WEST,618D417G01,ABB,115W3500BR
3660,WEST,618D417G04,ABB,115W3500BR
3666,WEST,62A4569G01,ABB,069X0400AQ
3667,WEST,62A4569G02,ABB,069X0400AQ
3668,WEST,62A7169G01,ABB,069X0412AN
3669,WEST,62A7169G02,ABB,069X0412AN
3670,WEST,66B0265G01,ABB,034X0400AN
3671,WEST,66B0265G02,ABB,034X0400AN
3672,WEST,66B0265G03,ABB,034X0400AN
3673,WEST,6783D33G01,ABB,115W0800AA
3677,WEST,6783D33G01,ABB,115W0800XA
3678,WEST,6783D33G03,ABB,115W1216XK
3689,WEST,6A8895G01,ABB,069W1200KA
3690,WEST,6A8895G02,ABB,069W1200KA
3691,WEST,6B5312G01,ABB,025W0400AL
3692,WEST,6B5312G02,ABB,025W0400AL
3693,WEST,6B5312G03,ABB,025X0400AL
3694,WEST,6B5312G04,ABB,025X0400AL
3695,WEST,6B5312G05,ABB,025X0400AL
3696,WEST,6B5312G06,ABB,025X0400AL
3697,WEST,6B5312G08,ABB,025W0400AL
3698,WEST,6B5312G09,ABB,025X0400AL
3701,WEST,7261D03G01*,ABB,161W0800AB
3702,WEST,7261D03G01*,ABB,161W1620UA
3703,WEST,7261D03G02*,ABB,161W0800UE
3704,WEST,7261D03G02*,ABB,161X1620UA
3705,WEST,7261D03G03*,ABB,161W0800UE
3706,WEST,7261D03G03*,ABB,161W1620UA
3707,WEST,7261D03G04*,ABB,161W0800UE
3708,WEST,7261D03G04,ABB,161W1620UA
3709,WEST,7261D03G05*,ABB,161W0800UE
3710,WEST,7261D03G05*,ABB,161W1620UA
3711,WEST,7261D03G06*,ABB,161W0800UE
3712,WEST,7261D03G06*,ABB,161X1620UA
3713,WEST,7261D58G01,ABB,115Z0800XA
3714,WEST,7261D58G01,ABB,115W1620XC
3717,WEST,7261D58G03,ABB,115Z0800XA
3718,WEST,7261D58G03,ABB,115W1620XC
3722,WEST,7262D07G02,ABB,069Z0400UP
3723,WEST,7262D14G01,ABB,046W0400UH
3724,WEST,7262D14G02,ABB,046W0400AW
3725,WEST,7262D14G03,ABB,046W0400AX
3726,WEST,7262D14G04,ABB,046W0412AU
3727,WEST,7313D47G01,ABB,
3728,WEST,7313D47G02,ABB,
3729,WEST,7313D47G03,ABB,
3730,WEST,7313D47G04,ABB,
3731,WEST,7313D47G06,ABB,
3753,WEST,7324D55G02,ABB,138W1216BH
3754,WEST,7337D95G02,ABB,025W4000SX
3756,WEST,7340D25G01,ABB,034W1200KA
3757,WEST,7340D25G02,ABB,034W1200KA
3758,WEST,7340D25G03,ABB,034W1200KA
3759,WEST,7340D25G04,ABB,034W1200KA
3760,WEST,7340D25G07,ABB,034W1200KA
3761,WEST,7340D94G01,ABB,025W1200KA
3762,WEST,7340D94G02,ABB,025W1200KA
3763,WEST,7340D94G03,ABB,025W1200KA
3764,WEST,7340D94G04,ABB,025W1200KA
3765,WEST,7340D94G05,ABB,025W1200KA
3766,WEST,7340D94G06,ABB,025W1200KA
3767,WEST,7340D98G01,ABB,046W1200KA
3768,WEST,7340D98G02,ABB,046W1200KA
3769,WEST,7340D98G03,ABB,046W1200KA
3770,WEST,7340D98G04,ABB,046W1200KA
3771,WEST,7342D86G01,ABB,025W0400BV
3772,WEST,7342D86G02,ABB,025W0400AV
3773,WEST,7342D86G03,ABB,025W0400AW
3774,WEST,7342D86G04,ABB,025W0412AT
3775,WEST,7342D87G01,ABB,034W0400AV
3776,WEST,7342D87G02,ABB,034Z0400UQ
3777,WEST,7342D87G03,ABB,034W0400AN
3778,WEST,7342D87G04,ABB,034W0412AP
3779,WEST,7342D88G01,ABB,046W0400UH
3780,WEST,7342D88G02,ABB,046W0400AW
3781,WEST,7342D88G03,ABB,046W0400AX
3782,WEST,7342D88G04,ABB,046W0412AU
3783,WEST,7342D89G01,ABB,069Z0400AP
3784,WEST,7342D89G02,ABB,069W0400AQ
3785,WEST,7342D89G03,ABB,069W0412AN
3786,WEST,7342D89G04,ABB,069W0412AN
3788,WEST,7360D30G04,ABB,025W3000SW
3791,WEST,771C024G01,ABB,025W2000AE
3793,WEST,771C024G03,ABB,025N2000TA
3794,WEST,7724D15G01*,ABB,115X0800AA
3795,WEST,7724D15G01*,ABB,115X1620UL
3796,WEST,7724D15G02*,ABB,115X0800AA
3797,WEST,7724D15G02*,ABB,115X1620UL
3798,WEST,7724D15G03*,ABB,115W0800AA
3799,WEST,7724D15G03*,ABB,115W1620UL
3800,WEST,7724D15G04*,ABB,115W0800AA
3801,WEST,7724D15G04*,ABB,115W1620UL
3802,WEST,7739D95G01,ABB,115W3500BN
3803,WEST,774C827G01,ABB,025W6000RW
3804,WEST,774C827G02,ABB,025W6000RW
3805,WEST,774C827G04,ABB,025W6000RW
3806,WEST,774C838G01,ABB,034X0400AN
3808,WEST,774C924G02,ABB,025W2000AE
3809,WEST,774C924G03,ABB,025W2000AE
3818,WEST,782C034G01,ABB,034W2000VB
3819,WEST,782C034G02,ABB,034W2000VB
3820,WEST,782C034G03,ABB,034W2000VB
3821,WEST,782C034G04,ABB,034W2000VB
3822,WEST,782C034G06,ABB,034W2000VB
3823,WEST,782C034G07,ABB,034W2000VB
3826,WEST,784C290G02,ABB,015B0330UB
3828,WEST,784C290G07,ABB,015B0330VB
3832,WEST,785C190G02,ABB,015B0200UU
3836,WEST,7A7006G04,ABB,034W1200KA
3837,WEST,7A7006G06,ABB,
3838,WEST,7A9324G01,ABB,025W1200KA
3846,WEST,7A9326G02,ABB,046W1200KA
3847,WEST,7A9326G04,ABB,046W1200KA
3851,WEST,7B1327G01,ABB,015W3250RL
3853,WEST,7B1327G02,ABB,015W3250RL
3854,WEST,7B1507G01,ABB,025X0400AV
3855,WEST,7B1507G02,ABB,025X0400AV
3856,WEST,7B1507G03,ABB,025X0400AV
3857,WEST,7B1507G04,ABB,025X0400AV
3858,WEST,7B1507G05,ABB,025X0400AV
3859,WEST,7B1507G06,ABB,025X0400AV
3861,WEST,7B1512G02,ABB,034W0400AN
3862,WEST,7B1512G04,ABB,034X0400AN
3863,WEST,7B1512G05,ABB,034X0400AN
3864,WEST,7B1512G07,ABB,034W0400AN
3865,WEST,7B1512G08,ABB,034X0400AN
3866,WEST,7B2108G01,ABB,015B0060BH
3867,WEST,7B2108G02,ABB,015B0060BH
3868,WEST,7B2108G03,ABB,015B0060BH
3869,WEST,7B2108G04,ABB,015B0060BH
3870,WEST,7B2108G05,ABB,015B0060BH
3871,WEST,7B2108G06,ABB,015B0060BH
3873,WEST,7B2109G01,ABB,
3874,WEST,7B2109G02,ABB,
3875,WEST,7B2109G03,ABB,
3876,WEST,7B2109G04,ABB,
3877,WEST,7B2109G05,ABB,
3878,WEST,7B2109G06,ABB,
3879,WEST,7B2631G01,ABB,025W0600RZ
3880,WEST,7B2631G02,ABB,025W0600RZ
3881,WEST,7B2631G04,ABB,025W0600RZ
3882,WEST,7B2631G05,ABB,025W0600RZ
3889,WEST,7B3790,ABB,046W0400AW
3926,WEST,233D501G04,ABB,550W3000VB
3928,WEST,233D501G06,ABB,550Z3000CE
3952,WEST,5735D34G09,ABB,015B0100WA
3961,WEST,261D301G01,ABB,5735D39G01
3962,WEST,5735D39G01,ABB,5735D39G01
3964,WEST,261D301G02,ABB,5735D39G02
3965,WEST,5735D39G02,ABB,5735D39G02
3967,WEST,261D301G03,ABB,5735D39G03
3968,WEST,5735D39G03,ABB,5735D39G03
3970,WEST,261D301G04,ABB,
3971,WEST,5735D39G04,ABB,5735D39G04
3973,WEST,261D301G05,ABB,5735D39G05
3976,WEST,261D301G06,ABB,5735D39G06
3977,WEST,5735D39G06,ABB,5735D39G06
3979,WEST,6783D87G06,ABB,5735D39G06
3980,WEST,261D301G08,ABB,5735D39G08
3981,WEST,5735D39G08,ABB,5735D39G08
3983,WEST,6783D87G08,ABB,5735D39G08
3984,WEST,261D301G09,ABB,5735D39G09
3985,WEST,5735D39G09,ABB,5735D39G09
3987,WEST,6783D87G09,ABB,5735D39G09
3998,WEST,774C864G05,ABB,774C864G05
4001,WEST,27B1924G01,ABB,005B0100AD
4002,WEST,37A6305G03,ABB,784C205G01
4003,WEST,37A6305G23,ABB,784C205G01
4007,WEST,27B1924G05,ABB,005B0200WD
4031,WEST,784C290G14,ABB,015B0410CH
4037,WEST,37A6305G04,ABB,784C291G01
4038,WEST,37A6305G24,ABB,784C291G01
4041,WEST,37A6305G07,ABB,784C291G03
4042,WEST,37A6305G27,ABB,784C291G03
4047,WEST,37A6305G02,ABB,784C291G04
4048,WEST,37A6305G22,ABB,784C291G04
4051,WEST,37A6305G01,ABB,784C291G05
4052,WEST,37A6305G21,ABB,784C291G05
4057,WEST,37A6305G05,ABB,784C291G07
4058,WEST,37A6305G25,ABB,784C291G07
4078,WEST,785C661G01,ABB,785C661G03
4079,WEST,785C661G03,ABB,785C661G03
4081,WEST,785C661G02,ABB,785C661G04
4082,WEST,785C661G04,ABB,785C661G04
4083,WEST,785C661G05,ABB,785C661G05
4084,WEST,785C661G06,ABB,785C661G06
4085,WEST,224C525G01,ABB,025B2200DX
4086,WEST,224C525G02,ABB,025B2200DX
4087,WEST,224C525G03,ABB,025B2200DX
4088,WEST,81B0037G01,ABB,784C291G04
4089,WEST,81B0037G02,ABB,784C291G04
4090,WEST,82B0009G01,ABB,784C291G01
4091,WEST,82B0009G03,ABB,784C291G01
4092,WEST,8639D78G03,ABB,5945D86G01
4093,WEST,8639D78G04,ABB,5945D86G01
4094,WEST,891D017G01,ABB,046W1200KA
4095,WEST,891D017G02,ABB,046W1200KA
4109,WEST,891D534G01,ABB,
4110,WEST,891D534G02,ABB,
4111,WEST,891D534G03,ABB,
4112,WEST,891D534G04,ABB,
4113,WEST,891D534G05,ABB,
4114,WEST,891D587G01,ABB,034W1200KA
4115,WEST,8A1153G04,ABB,
4116,WEST,8A2847G01,ABB,025W1200KA
4132,WEST,B3F006EV4A,ABB,015B0060AS
4134,WEST,B3G020BD3A,ABB,015B0200BL
4135,WEST,B3G029BD6A,ABB,015B0290WM
4136,WEST,B4K160CN1A,ABB,025B1600DB
4137,WEST,B4L030B12A,ABB,025B0300DU
4138,WEST,B4L055B12A,ABB,025B5500AH
